//type,code,name,hint,attr,,usetype,quick,price
172160,reinforce_2001,"拳源石 2年 3次 +5",装備アイテム強化,8,0,5,0,2000
172161,reinforce_2001,"拳源石 2年 3次 +6",装備アイテム強化,8,0,5,0,2000
172162,reinforce_2001,"拳源石 2年 3次 +7",装備アイテム強化,8,0,5,0,2000
172163,reinforce_2001,"拳源石 2年 3次 +8",装備アイテム強化,8,0,5,0,2000
172164,reinforce_2001,"拳源石 2年 3次 +9",装備アイテム強化,8,0,5,0,2000
172165,reinforce_2001,"拳源石 2年 3次 +10",装備アイテム強化,8,0,5,0,2000
172166,reinforce_2001,"拳源石 3年 1次 ",装備アイテム強化,8,0,5,0,8000
172167,reinforce_2001,"拳源石 3年 1次 +1",装備アイテム強化,8,0,5,0,8000
172168,reinforce_2001,"拳源石 3年 1次 +2",装備アイテム強化,8,0,5,0,8000
172169,reinforce_2001,"拳源石 3年 1次 +3",装備アイテム強化,8,0,5,0,8000
172170,reinforce_2001,"拳源石 3年 1次 +4",装備アイテム強化,8,0,5,0,8000
172171,reinforce_2001,"拳源石 3年 1次 +5",装備アイテム強化,8,0,5,0,8000
172172,reinforce_2001,"拳源石 3年 1次 +6",装備アイテム強化,8,0,5,0,8000
172173,reinforce_2001,"拳源石 3年 1次 +7",装備アイテム強化,8,0,5,0,8000
172174,reinforce_2001,"拳源石 3年 1次 +8",装備アイテム強化,8,0,5,0,8000
172175,reinforce_2001,"拳源石 3年 1次 +9",装備アイテム強化,8,0,5,0,8000
172176,reinforce_2001,"拳源石 3年 1次 +10",装備アイテム強化,8,0,5,0,8000
172177,reinforce_2001,"拳源石 3年 2次 ",装備アイテム強化,8,0,5,0,8000
172178,reinforce_2001,"拳源石 3年 2次 +1",装備アイテム強化,8,0,5,0,8000
172179,reinforce_2001,"拳源石 3年 2次 +2",装備アイテム強化,8,0,5,0,8000
172180,reinforce_2001,"拳源石 3年 2次 +3",装備アイテム強化,8,0,5,0,8000
172181,reinforce_2001,"拳源石 3年 2次 +4",装備アイテム強化,8,0,5,0,8000
172182,reinforce_2001,"拳源石 3年 2次 +5",装備アイテム強化,8,0,5,0,8000
172183,reinforce_2001,"拳源石 3年 2次 +6",装備アイテム強化,8,0,5,0,8000
172184,reinforce_2001,"拳源石 3年 2次 +7",装備アイテム強化,8,0,5,0,8000
172185,reinforce_2001,"拳源石 3年 2次 +8",装備アイテム強化,8,0,5,0,8000
172186,reinforce_2001,"拳源石 3年 2次 +9",装備アイテム強化,8,0,5,0,8000
172187,reinforce_2001,"拳源石 3年 2次 +10",装備アイテム強化,8,0,5,0,8000
172188,reinforce_2001,"拳源石 3年 3次 ",装備アイテム強化,9,0,5,0,8000
172189,reinforce_2001,"拳源石 3年 3次 +1",装備アイテム強化,9,0,5,0,8000
172190,reinforce_2001,"拳源石 3年 3次 +2",装備アイテム強化,9,0,5,0,8000
172191,reinforce_2001,"拳源石 3年 3次 +3",装備アイテム強化,9,0,5,0,8000
172192,reinforce_2001,"拳源石 3年 3次 +4",装備アイテム強化,9,0,5,0,8000
172193,reinforce_2001,"拳源石 3年 3次 +5",装備アイテム強化,9,0,5,0,8000
172194,reinforce_2001,"拳源石 3年 3次 +6",装備アイテム強化,9,0,5,0,8000
172195,reinforce_2001,"拳源石 3年 3次 +7",装備アイテム強化,9,0,5,0,8000
172196,reinforce_2001,"拳源石 3年 3次 +8",装備アイテム強化,9,0,5,0,8000
172197,reinforce_2001,"拳源石 3年 3次 +9",装備アイテム強化,9,0,5,0,8000
172198,reinforce_2001,"拳源石 3年 3次 +10",装備アイテム強化,9,0,5,0,8000
172199,reinforce_2001,"拳源石 4年 1次 ",装備アイテム強化,9,0,5,0,32000
172200,reinforce_2001,"拳源石 4年 1次 +1",装備アイテム強化,9,0,5,0,32000
172201,reinforce_2001,"拳源石 4年 1次 +2",装備アイテム強化,9,0,5,0,32000
172202,reinforce_2001,"拳源石 4年 1次 +3",装備アイテム強化,9,0,5,0,32000
172203,reinforce_2001,"拳源石 4年 1次 +4",装備アイテム強化,9,0,5,0,32000
172204,reinforce_2001,"拳源石 4年 1次 +5",装備アイテム強化,9,0,5,0,32000
172205,reinforce_2001,"拳源石 4年 1次 +6",装備アイテム強化,9,0,5,0,32000
172206,reinforce_2001,"拳源石 4年 1次 +7",装備アイテム強化,9,0,5,0,32000
172207,reinforce_2001,"拳源石 4年 1次 +8",装備アイテム強化,9,0,5,0,32000
172208,reinforce_2001,"拳源石 4年 1次 +9",装備アイテム強化,9,0,5,0,32000
172209,reinforce_2001,"拳源石 4年 1次 +10",装備アイテム強化,9,0,5,0,32000
172210,reinforce_2001,"拳源石 4年 2次 ",装備アイテム強化,9,0,5,0,32000
172211,reinforce_2001,"拳源石 4年 2次 +1",装備アイテム強化,9,0,5,0,32000
172212,reinforce_2001,"拳源石 4年 2次 +2",装備アイテム強化,9,0,5,0,32000
172213,reinforce_2001,"拳源石 4年 2次 +3",装備アイテム強化,9,0,5,0,32000
172214,reinforce_2001,"拳源石 4年 2次 +4",装備アイテム強化,9,0,5,0,32000
172215,reinforce_2001,"拳源石 4年 2次 +5",装備アイテム強化,9,0,5,0,32000
172216,reinforce_2001,"拳源石 4年 2次 +6",装備アイテム強化,9,0,5,0,32000
172217,reinforce_2001,"拳源石 4年 2次 +7",装備アイテム強化,9,0,5,0,32000
172218,reinforce_2001,"拳源石 4年 2次 +8",装備アイテム強化,9,0,5,0,32000
172219,reinforce_2001,"拳源石 4年 2次 +9",装備アイテム強化,9,0,5,0,32000
172220,reinforce_2001,"拳源石 4年 2次 +10",装備アイテム強化,9,0,5,0,32000
172221,reinforce_2001,"拳源石 4年 3次 ",装備アイテム強化,9,0,5,0,32000
172222,reinforce_2001,"拳源石 4年 3次 +1",装備アイテム強化,9,0,5,0,32000
172223,reinforce_2001,"拳源石 4年 3次 +2",装備アイテム強化,9,0,5,0,32000
172224,reinforce_2001,"拳源石 4年 3次 +3",装備アイテム強化,9,0,5,0,32000
172225,reinforce_2001,"拳源石 4年 3次 +4",装備アイテム強化,9,0,5,0,32000
172226,reinforce_2001,"拳源石 4年 3次 +5",装備アイテム強化,9,0,5,0,32000
172227,reinforce_2001,"拳源石 4年 3次 +6",装備アイテム強化,9,0,5,0,32000
172228,reinforce_2001,"拳源石 4年 3次 +7",装備アイテム強化,9,0,5,0,32000
172229,reinforce_2001,"拳源石 4年 3次 +8",装備アイテム強化,9,0,5,0,32000
172230,reinforce_2001,"拳源石 4年 3次 +9",装備アイテム強化,9,0,5,0,32000
172231,reinforce_2001,"拳源石 4年 3次 +10",装備アイテム強化,9,0,5,0,32000
172232,reinforce_2001,"拳源石 5年 1次 ",装備アイテム強化,10,0,5,0,128000
172233,reinforce_2001,"拳源石 5年 1次 +1",装備アイテム強化,10,0,5,0,128000
172234,reinforce_2001,"拳源石 5年 1次 +2",装備アイテム強化,10,0,5,0,128000
172235,reinforce_2001,"拳源石 5年 1次 +3",装備アイテム強化,10,0,5,0,128000
172236,reinforce_2001,"拳源石 5年 1次 +4",装備アイテム強化,10,0,5,0,128000
172237,reinforce_2001,"拳源石 5年 1次 +5",装備アイテム強化,10,0,5,0,128000
172238,reinforce_2001,"拳源石 5年 1次 +6",装備アイテム強化,10,0,5,0,128000
172239,reinforce_2001,"拳源石 5年 1次 +7",装備アイテム強化,10,0,5,0,128000
172240,reinforce_2001,"拳源石 5年 1次 +8",装備アイテム強化,10,0,5,0,128000
172241,reinforce_2001,"拳源石 5年 1次 +9",装備アイテム強化,10,0,5,0,128000
172242,reinforce_2001,"拳源石 5年 1次 +10",装備アイテム強化,10,0,5,0,128000
172243,reinforce_2001,"拳源石 5年 2次 ",装備アイテム強化,10,0,5,0,128000
172244,reinforce_2001,"拳源石 5年 2次 +1",装備アイテム強化,10,0,5,0,128000
172245,reinforce_2001,"拳源石 5年 2次 +2",装備アイテム強化,10,0,5,0,128000
172246,reinforce_2001,"拳源石 5年 2次 +3",装備アイテム強化,10,0,5,0,128000
172247,reinforce_2001,"拳源石 5年 2次 +4",装備アイテム強化,10,0,5,0,128000
172248,reinforce_2001,"拳源石 5年 2次 +5",装備アイテム強化,10,0,5,0,128000
172249,reinforce_2001,"拳源石 5年 2次 +6",装備アイテム強化,10,0,5,0,128000
172250,reinforce_2001,"拳源石 5年 2次 +7",装備アイテム強化,10,0,5,0,128000
172251,reinforce_2001,"拳源石 5年 2次 +8",装備アイテム強化,10,0,5,0,128000
172252,reinforce_2001,"拳源石 5年 2次 +9",装備アイテム強化,10,0,5,0,128000
172253,reinforce_2001,"拳源石 5年 2次 +10",装備アイテム強化,10,0,5,0,128000
172254,reinforce_2001,"拳源石 5年 3次 ",装備アイテム強化,10,0,5,0,128000
172255,reinforce_2001,"拳源石 5年 3次 +1",装備アイテム強化,10,0,5,0,128000
172256,reinforce_2001,"拳源石 5年 3次 +2",装備アイテム強化,10,0,5,0,128000
172257,reinforce_2001,"拳源石 5年 3次 +3",装備アイテム強化,10,0,5,0,128000
172258,reinforce_2001,"拳源石 5年 3次 +4",装備アイテム強化,10,0,5,0,128000
172259,reinforce_2001,"拳源石 5年 3次 +5",装備アイテム強化,10,0,5,0,128000
172260,reinforce_2001,"拳源石 5年 3次 +6",装備アイテム強化,10,0,5,0,128000
172261,reinforce_2001,"拳源石 5年 3次 +7",装備アイテム強化,10,0,5,0,128000
172262,reinforce_2001,"拳源石 5年 3次 +8",装備アイテム強化,10,0,5,0,128000
172263,reinforce_2001,"拳源石 5年 3次 +9",装備アイテム強化,10,0,5,0,128000
172264,reinforce_2001,"拳源石 5年 3次 +10",装備アイテム強化,10,0,5,0,128000
172265,reinforce_2001,"拳源石 5年 1次 ",装備アイテム強化,10,0,5,0,128000
172266,reinforce_2001,"拳源石 5年 1次 +1",装備アイテム強化,10,0,5,0,128000
172267,reinforce_2001,"拳源石 5年 1次 +2",装備アイテム強化,10,0,5,0,128000
172268,reinforce_2001,"拳源石 5年 1次 +3",装備アイテム強化,10,0,5,0,128000
172269,reinforce_2001,"拳源石 5年 1次 +4",装備アイテム強化,10,0,5,0,128000
172270,reinforce_2001,"拳源石 5年 1次 +5",装備アイテム強化,10,0,5,0,128000
172271,reinforce_2001,"拳源石 5年 1次 +6",装備アイテム強化,10,0,5,0,128000
172272,reinforce_2001,"拳源石 5年 1次 +7",装備アイテム強化,10,0,5,0,128000
172273,reinforce_2001,"拳源石 5年 1次 +8",装備アイテム強化,10,0,5,0,128000
172274,reinforce_2001,"拳源石 5年 1次 +9",装備アイテム強化,10,0,5,0,128000
172275,reinforce_2001,"拳源石 5年 1次 +10",装備アイテム強化,10,0,5,0,128000
172276,reinforce_2001,"拳源石 5年 2次 ",装備アイテム強化,10,0,5,0,128000
172277,reinforce_2001,"拳源石 5年 2次 +1",装備アイテム強化,10,0,5,0,128000
172278,reinforce_2001,"拳源石 5年 2次 +2",装備アイテム強化,10,0,5,0,128000
172279,reinforce_2001,"拳源石 5年 2次 +3",装備アイテム強化,10,0,5,0,128000
172280,reinforce_2001,"拳源石 5年 2次 +4",装備アイテム強化,10,0,5,0,128000
172281,reinforce_2001,"拳源石 5年 2次 +5",装備アイテム強化,10,0,5,0,128000
172282,reinforce_2001,"拳源石 5年 2次 +6",装備アイテム強化,10,0,5,0,128000
172283,reinforce_2001,"拳源石 5年 2次 +7",装備アイテム強化,10,0,5,0,128000
172284,reinforce_2001,"拳源石 5年 2次 +8",装備アイテム強化,10,0,5,0,128000
172285,reinforce_2001,"拳源石 5年 2次 +9",装備アイテム強化,10,0,5,0,128000
172286,reinforce_2001,"拳源石 5年 2次 +10",装備アイテム強化,10,0,5,0,128000
172287,reinforce_2001,"拳源石 5年 3次 ",装備アイテム強化,11,0,5,0,128000
172288,reinforce_2001,"拳源石 5年 3次 +1",装備アイテム強化,11,0,5,0,128000
172289,reinforce_2001,"拳源石 5年 3次 +2",装備アイテム強化,11,0,5,0,128000
172290,reinforce_2001,"拳源石 5年 3次 +3",装備アイテム強化,11,0,5,0,128000
172291,reinforce_2001,"拳源石 5年 3次 +4",装備アイテム強化,11,0,5,0,128000
172292,reinforce_2001,"拳源石 5年 3次 +5",装備アイテム強化,11,0,5,0,128000
172293,reinforce_2001,"拳源石 5年 3次 +6",装備アイテム強化,11,0,5,0,128000
172294,reinforce_2001,"拳源石 5年 3次 +7",装備アイテム強化,11,0,5,0,128000
172295,reinforce_2001,"拳源石 5年 3次 +8",装備アイテム強化,11,0,5,0,128000
172296,reinforce_2001,"拳源石 5年 3次 +9",装備アイテム強化,11,0,5,0,128000
172297,reinforce_2001,"拳源石 5年 3次 +10",装備アイテム強化,11,0,5,0,128000
172298,reinforce_2001,"拳源石 5年 1次 ",装備アイテム強化,11,0,5,0,128000
172299,reinforce_2001,"拳源石 5年 1次 +1",装備アイテム強化,11,0,5,0,128000
172300,reinforce_2001,"拳源石 5年 1次 +2",装備アイテム強化,11,0,5,0,128000
172301,reinforce_2001,"拳源石 5年 1次 +3",装備アイテム強化,11,0,5,0,128000
172302,reinforce_2001,"拳源石 5年 1次 +4",装備アイテム強化,11,0,5,0,128000
172303,reinforce_2001,"拳源石 5年 1次 +5",装備アイテム強化,11,0,5,0,128000
172304,reinforce_2001,"拳源石 5年 1次 +6",装備アイテム強化,11,0,5,0,128000
172305,reinforce_2001,"拳源石 5年 1次 +7",装備アイテム強化,11,0,5,0,128000
172306,reinforce_2001,"拳源石 5年 1次 +8",装備アイテム強化,11,0,5,0,128000
172307,reinforce_2001,"拳源石 5年 1次 +9",装備アイテム強化,11,0,5,0,128000
172308,reinforce_2001,"拳源石 5年 1次 +10",装備アイテム強化,11,0,5,0,128000
172309,reinforce_2001,"拳源石 5年 2次 ",装備アイテム強化,11,0,5,0,128000
172310,reinforce_2001,"拳源石 5年 2次 +1",装備アイテム強化,11,0,5,0,128000
172311,reinforce_2001,"拳源石 5年 2次 +2",装備アイテム強化,11,0,5,0,128000
172312,reinforce_2001,"拳源石 5年 2次 +3",装備アイテム強化,11,0,5,0,128000
172313,reinforce_2001,"拳源石 5年 2次 +4",装備アイテム強化,11,0,5,0,128000
172314,reinforce_2001,"拳源石 5年 2次 +5",装備アイテム強化,11,0,5,0,128000
172315,reinforce_2001,"拳源石 5年 2次 +6",装備アイテム強化,11,0,5,0,128000
172316,reinforce_2001,"拳源石 5年 2次 +7",装備アイテム強化,11,0,5,0,128000
172317,reinforce_2001,"拳源石 5年 2次 +8",装備アイテム強化,11,0,5,0,128000
172318,reinforce_2001,"拳源石 5年 2次 +9",装備アイテム強化,11,0,5,0,128000
172319,reinforce_2001,"拳源石 5年 2次 +10",装備アイテム強化,11,0,5,0,128000
172320,reinforce_2001,"拳源石 5年 3次 ",装備アイテム強化,11,0,5,0,128000
172321,reinforce_2001,"拳源石 5年 3次 +1",装備アイテム強化,11,0,5,0,128000
172322,reinforce_2001,"拳源石 5年 3次 +2",装備アイテム強化,11,0,5,0,128000
172323,reinforce_2001,"拳源石 5年 3次 +3",装備アイテム強化,11,0,5,0,128000
172324,reinforce_2001,"拳源石 5年 3次 +4",装備アイテム強化,11,0,5,0,128000
172325,reinforce_2001,"拳源石 5年 3次 +5",装備アイテム強化,11,0,5,0,128000
172326,reinforce_2001,"拳源石 5年 3次 +6",装備アイテム強化,11,0,5,0,128000
172327,reinforce_2001,"拳源石 5年 3次 +7",装備アイテム強化,11,0,5,0,128000
172328,reinforce_2001,"拳源石 5年 3次 +8",装備アイテム強化,11,0,5,0,128000
172329,reinforce_2001,"拳源石 5年 3次 +9",装備アイテム強化,11,0,5,0,128000
172330,reinforce_2001,"拳源石 5年 3次 +10",装備アイテム強化,11,0,5,0,128000
172331,reinforce_2001,"拳源石 5年 1次 ",装備アイテム強化,11,0,5,0,128000
172332,reinforce_2001,"拳源石 5年 1次 +1",装備アイテム強化,11,0,5,0,128000
172333,reinforce_2001,"拳源石 5年 1次 +2",装備アイテム強化,11,0,5,0,128000
172334,reinforce_2001,"拳源石 5年 1次 +3",装備アイテム強化,11,0,5,0,128000
172335,reinforce_2001,"拳源石 5年 1次 +4",装備アイテム強化,11,0,5,0,128000
172336,reinforce_2001,"拳源石 5年 1次 +5",装備アイテム強化,11,0,5,0,128000
172337,reinforce_2001,"拳源石 5年 1次 +6",装備アイテム強化,11,0,5,0,128000
172338,reinforce_2001,"拳源石 5年 1次 +7",装備アイテム強化,11,0,5,0,128000
172339,reinforce_2001,"拳源石 5年 1次 +8",装備アイテム強化,11,0,5,0,128000
172340,reinforce_2001,"拳源石 5年 1次 +9",装備アイテム強化,11,0,5,0,128000
172341,reinforce_2001,"拳源石 5年 1次 +10",装備アイテム強化,11,0,5,0,128000
172342,reinforce_2001,"拳源石 5年 2次 ",装備アイテム強化,11,0,5,0,128000
172343,reinforce_2001,"拳源石 5年 2次 +1",装備アイテム強化,11,0,5,0,128000
172344,reinforce_2001,"拳源石 5年 2次 +2",装備アイテム強化,11,0,5,0,128000
172345,reinforce_2001,"拳源石 5年 2次 +3",装備アイテム強化,11,0,5,0,128000
172346,reinforce_2001,"拳源石 5年 2次 +4",装備アイテム強化,11,0,5,0,128000
172347,reinforce_2001,"拳源石 5年 2次 +5",装備アイテム強化,11,0,5,0,128000
172348,reinforce_2001,"拳源石 5年 2次 +6",装備アイテム強化,11,0,5,0,128000
172349,reinforce_2001,"拳源石 5年 2次 +7",装備アイテム強化,11,0,5,0,128000
172350,reinforce_2001,"拳源石 5年 2次 +8",装備アイテム強化,11,0,5,0,128000
172351,reinforce_2001,"拳源石 5年 2次 +9",装備アイテム強化,11,0,5,0,128000
172352,reinforce_2001,"拳源石 5年 2次 +10",装備アイテム強化,11,0,5,0,128000
172353,reinforce_2001,"拳源石 5年 3次 ",装備アイテム強化,11,0,5,0,128000
172354,reinforce_2001,"拳源石 5年 3次 +1",装備アイテム強化,11,0,5,0,128000
172355,reinforce_2001,"拳源石 5年 3次 +2",装備アイテム強化,11,0,5,0,128000
172356,reinforce_2001,"拳源石 5年 3次 +3",装備アイテム強化,11,0,5,0,128000
172357,reinforce_2001,"拳源石 5年 3次 +4",装備アイテム強化,11,0,5,0,128000
172358,reinforce_2001,"拳源石 5年 3次 +5",装備アイテム強化,11,0,5,0,128000
172359,reinforce_2001,"拳源石 5年 3次 +6",装備アイテム強化,11,0,5,0,128000
172360,reinforce_2001,"拳源石 5年 3次 +7",装備アイテム強化,11,0,5,0,128000
172361,reinforce_2001,"拳源石 5年 3次 +8",装備アイテム強化,11,0,5,0,128000
172362,reinforce_2001,"拳源石 5年 3次 +9",装備アイテム強化,11,0,5,0,128000
172363,reinforce_2001,"拳源石 5年 3次 +10",装備アイテム強化,11,0,5,0,128000
172364,reinforce_2001,"拳源石 5年 1次 ",装備アイテム強化,11,0,5,0,512000
172365,reinforce_2001,"拳源石 5年 1次 +1",装備アイテム強化,11,0,5,0,512000
172366,reinforce_2001,"拳源石 5年 1次 +2",装備アイテム強化,11,0,5,0,512000
172367,reinforce_2001,"拳源石 5年 1次 +3",装備アイテム強化,11,0,5,0,512000
172368,reinforce_2001,"拳源石 5年 1次 +4",装備アイテム強化,11,0,5,0,512000
172369,reinforce_2001,"拳源石 5年 1次 +5",装備アイテム強化,11,0,5,0,512000
172370,reinforce_2001,"拳源石 5年 1次 +6",装備アイテム強化,11,0,5,0,512000
172371,reinforce_2001,"拳源石 6年 1次 +7",装備アイテム強化,11,0,5,0,512000
172372,reinforce_2001,"拳源石 6年 1次 +8",装備アイテム強化,11,0,5,0,512000
172373,reinforce_2001,"拳源石 6年 1次 +9",装備アイテム強化,11,0,5,0,512000
172374,reinforce_2001,"拳源石 6年 1次 +10",装備アイテム強化,11,0,5,0,512000
172375,reinforce_2001,"拳源石 6年 2次 ",装備アイテム強化,11,0,5,0,512000
172376,reinforce_2001,"拳源石 6年 2次 +1",装備アイテム強化,11,0,5,0,512000
172377,reinforce_2001,"拳源石 6年 2次 +2",装備アイテム強化,11,0,5,0,512000
172378,reinforce_2001,"拳源石 6年 2次 +3",装備アイテム強化,11,0,5,0,512000
172379,reinforce_2001,"拳源石 6年 2次 +4",装備アイテム強化,11,0,5,0,512000
172380,reinforce_2001,"拳源石 6年 2次 +5",装備アイテム強化,11,0,5,0,512000
172381,reinforce_2001,"拳源石 6年 2次 +6",装備アイテム強化,11,0,5,0,512000
172382,reinforce_2001,"拳源石 6年 2次 +7",装備アイテム強化,11,0,5,0,512000
172383,reinforce_2001,"拳源石 6年 2次 +8",装備アイテム強化,11,0,5,0,512000
172384,reinforce_2001,"拳源石 6年 2次 +9",装備アイテム強化,11,0,5,0,512000
172385,reinforce_2001,"拳源石 6年 2次 +10",装備アイテム強化,11,0,5,0,512000
172386,reinforce_2001,"拳源石 6年 3次 ",装備アイテム強化,11,0,5,0,512000
172387,reinforce_2001,"拳源石 6年 3次 +1",装備アイテム強化,11,0,5,0,512000
172388,reinforce_2001,"拳源石 6年 3次 +2",装備アイテム強化,11,0,5,0,512000
172389,reinforce_2001,"拳源石 6年 3次 +3",装備アイテム強化,11,0,5,0,512000
172390,reinforce_2001,"拳源石 6年 3次 +4",装備アイテム強化,11,0,5,0,512000
172391,reinforce_2001,"拳源石 6年 3次 +5",装備アイテム強化,11,0,5,0,512000
172392,reinforce_2001,"拳源石 6年 3次 +6",装備アイテム強化,11,0,5,0,512000
172393,reinforce_2001,"拳源石 6年 3次 +7",装備アイテム強化,11,0,5,0,512000
172394,reinforce_2001,"拳源石 6年 3次 +8",装備アイテム強化,11,0,5,0,512000
172395,reinforce_2001,"拳源石 6年 3次 +9",装備アイテム強化,11,0,5,0,512000
172396,reinforce_2001,"拳源石 6年 3次 +10",装備アイテム強化,11,0,5,0,512000
172397,reinforce_2001,"拳源石 6年 1次 ",装備アイテム強化,11,0,5,0,512000
172398,reinforce_2001,"拳源石 6年 1次 +1",装備アイテム強化,11,0,5,0,512000
172399,reinforce_2001,"拳源石 6年 1次 +2",装備アイテム強化,11,0,5,0,512000
172400,reinforce_2001,"拳源石 6年 1次 +3",装備アイテム強化,11,0,5,0,512000
172401,reinforce_2001,"拳源石 6年 1次 +4",装備アイテム強化,11,0,5,0,512000
172402,reinforce_2001,"拳源石 6年 1次 +5",装備アイテム強化,11,0,5,0,512000
172403,reinforce_2001,"拳源石 6年 1次 +6",装備アイテム強化,11,0,5,0,512000
172404,reinforce_2001,"拳源石 6年 1次 +7",装備アイテム強化,11,0,5,0,512000
172405,reinforce_2001,"拳源石 6年 1次 +8",装備アイテム強化,11,0,5,0,512000
172406,reinforce_2001,"拳源石 6年 1次 +9",装備アイテム強化,11,0,5,0,512000
172407,reinforce_2001,"拳源石 6年 1次 +10",装備アイテム強化,11,0,5,0,512000
172408,reinforce_2001,"拳源石 6年 2次 ",装備アイテム強化,11,0,5,0,512000
172409,reinforce_2001,"拳源石 6年 2次 +1",装備アイテム強化,11,0,5,0,512000
172410,reinforce_2001,"拳源石 6年 2次 +2",装備アイテム強化,11,0,5,0,512000
172411,reinforce_2001,"拳源石 6年 2次 +3",装備アイテム強化,11,0,5,0,512000
172412,reinforce_2001,"拳源石 6年 2次 +4",装備アイテム強化,11,0,5,0,512000
172413,reinforce_2001,"拳源石 6年 2次 +5",装備アイテム強化,11,0,5,0,512000
172414,reinforce_2001,"拳源石 6年 2次 +6",装備アイテム強化,11,0,5,0,512000
172415,reinforce_2001,"拳源石 6年 2次 +7",装備アイテム強化,11,0,5,0,512000
172416,reinforce_2001,"拳源石 6年 2次 +8",装備アイテム強化,11,0,5,0,512000
172417,reinforce_2001,"拳源石 6年 2次 +9",装備アイテム強化,11,0,5,0,512000
172418,reinforce_2001,"拳源石 6年 2次 +10",装備アイテム強化,11,0,5,0,512000
172419,reinforce_2001,"拳源石 6年 3次 ",装備アイテム強化,11,0,5,0,512000
172420,reinforce_2001,"拳源石 6年 3次 +1",装備アイテム強化,11,0,5,0,512000
172421,reinforce_2001,"拳源石 6年 3次 +2",装備アイテム強化,11,0,5,0,512000
172422,reinforce_2001,"拳源石 6年 3次 +3",装備アイテム強化,11,0,5,0,512000
172423,reinforce_2001,"拳源石 6年 3次 +4",装備アイテム強化,11,0,5,0,512000
172424,reinforce_2001,"拳源石 6年 3次 +5",装備アイテム強化,11,0,5,0,512000
172425,reinforce_2001,"拳源石 6年 3次 +6",装備アイテム強化,11,0,5,0,512000
172426,reinforce_2001,"拳源石 6年 3次 +7",装備アイテム強化,11,0,5,0,512000
173100,reinforce_3001,"音源石 1年 1次 ",装備アイテム強化,7,0,5,0,500
173101,reinforce_3001,"音源石 1年 1次 +1",装備アイテム強化,7,0,5,0,500
173102,reinforce_3001,"音源石 1年 1次 +2",装備アイテム強化,7,0,5,0,500
173103,reinforce_3001,"音源石 1年 1次 +3",装備アイテム強化,7,0,5,0,500
173104,reinforce_3001,"音源石 1年 1次 +4",装備アイテム強化,7,0,5,0,500
173105,reinforce_3001,"音源石 1年 1次 +5",装備アイテム強化,7,0,5,0,500
173106,reinforce_3001,"音源石 1年 1次 +6",装備アイテム強化,7,0,5,0,500
173107,reinforce_3001,"音源石 1年 1次 +7",装備アイテム強化,7,0,5,0,500
173108,reinforce_3001,"音源石 1年 1次 +8",装備アイテム強化,7,0,5,0,500
173109,reinforce_3001,"音源石 1年 1次 +9",装備アイテム強化,7,0,5,0,500
173110,reinforce_3001,"音源石 1年 1次 +10",装備アイテム強化,7,0,5,0,500
173111,reinforce_3001,"音源石 1年 2次 ",装備アイテム強化,7,0,5,0,500
173112,reinforce_3001,"音源石 1年 2次 +1",装備アイテム強化,7,0,5,0,500
173113,reinforce_3001,"音源石 1年 2次 +2",装備アイテム強化,7,0,5,0,500
173114,reinforce_3001,"音源石 1年 2次 +3",装備アイテム強化,7,0,5,0,500
173115,reinforce_3001,"音源石 1年 2次 +4",装備アイテム強化,7,0,5,0,500
173116,reinforce_3001,"音源石 1年 2次 +5",装備アイテム強化,7,0,5,0,500
173117,reinforce_3001,"音源石 1年 2次 +6",装備アイテム強化,7,0,5,0,500
173118,reinforce_3001,"音源石 1年 2次 +7",装備アイテム強化,7,0,5,0,500
173119,reinforce_3001,"音源石 1年 2次 +8",装備アイテム強化,7,0,5,0,500
173120,reinforce_3001,"音源石 1年 2次 +9",装備アイテム強化,7,0,5,0,500
173121,reinforce_3001,"音源石 1年 2次 +10",装備アイテム強化,7,0,5,0,500
173122,reinforce_3001,"音源石 1年 3次 ",装備アイテム強化,7,0,5,0,500
173123,reinforce_3001,"音源石 1年 3次 +1",装備アイテム強化,7,0,5,0,500
173124,reinforce_3001,"音源石 1年 3次 +2",装備アイテム強化,7,0,5,0,500
173125,reinforce_3001,"音源石 1年 3次 +3",装備アイテム強化,7,0,5,0,500
173126,reinforce_3001,"音源石 1年 3次 +4",装備アイテム強化,7,0,5,0,500
173127,reinforce_3001,"音源石 1年 3次 +5",装備アイテム強化,7,0,5,0,500
173128,reinforce_3001,"音源石 1年 3次 +6",装備アイテム強化,7,0,5,0,500
173129,reinforce_3001,"音源石 1年 3次 +7",装備アイテム強化,7,0,5,0,500
173130,reinforce_3001,"音源石 1年 3次 +8",装備アイテム強化,7,0,5,0,500
173131,reinforce_3001,"音源石 1年 3次 +9",装備アイテム強化,7,0,5,0,500
173132,reinforce_3001,"音源石 1年 3次 +10",装備アイテム強化,7,0,5,0,500
173133,reinforce_3001,"音源石 2年 1次 ",装備アイテム強化,7,0,5,0,2000
173134,reinforce_3001,"音源石 2年 1次 +1",装備アイテム強化,7,0,5,0,2000
173135,reinforce_3001,"音源石 2年 1次 +2",装備アイテム強化,7,0,5,0,2000
173136,reinforce_3001,"音源石 2年 1次 +3",装備アイテム強化,7,0,5,0,2000
173137,reinforce_3001,"音源石 2年 1次 +4",装備アイテム強化,7,0,5,0,2000
173138,reinforce_3001,"音源石 2年 1次 +5",装備アイテム強化,7,0,5,0,2000
